PROVINCE,SECTOR,YEAR_MONTH,YEAR,TRADE_PARTNER,EXPORT,IMPORT,NET_TRADE
Manitoba,"Farm, fishing and intermediate food products",2016-02-01,2016,United States,152823000.0,44468000.0,108355000.0
Manitoba,"Farm, fishing and intermediate food products",2016-03-01,2016,United States,170706000.0,64319000.0,106387000.0
Manitoba,"Farm, fishing and intermediate food products",2016-04-01,2016,United States,156611000.0,56907000.0,99704000.0
Manitoba,"Farm, fishing and intermediate food products",2016-05-01,2016,United States,152728000.0,57176000.0,95552000.0
Manitoba,"Farm, fishing and intermediate food products",2016-06-01,2016,United States,165626000.0,56304000.0,109322000.0
Manitoba,"Farm, fishing and intermediate food products",2016-07-01,2016,United States,152094000.0,54274000.0,97820000.0
Manitoba,"Farm, fishing and intermediate food products",2016-08-01,2016,United States,147670000.0,53211000.0,94459000.0
Manitoba,"Farm, fishing and intermediate food products",2016-09-01,2016,United States,165837000.0,53786000.0,112051000.0
Manitoba,"Farm, fishing and intermediate food products",2016-10-01,2016,United States,149460000.0,49970000.0,99490000.0
Manitoba,"Farm, fishing and intermediate food products",2016-11-01,2016,United States,150891000.0,54626000.0,96265000.0
Manitoba,"Farm, fishing and intermediate food products",2016-12-01,2016,United States,130277000.0,56820000.0,73457000.0
Manitoba,"Farm, fishing and intermediate food products",2017-01-01,2017,United States,146666000.0,50979000.0,95687000.0
Manitoba,"Farm, fishing and intermediate food products",2017-02-01,2017,United States,153320000.0,54864000.0,98456000.0
Manitoba,"Farm, fishing and intermediate food products",2017-03-01,2017,United States,164268000.0,56572000.0,107696000.0
Manitoba,"Farm, fishing and intermediate food products",2017-04-01,2017,United States,155080000.0,52367000.0,102713000.0
Manitoba,"Farm, fishing and intermediate food products",2017-05-01,2017,United States,143695000.0,59933000.0,83762000.0
Manitoba,"Farm, fishing and intermediate food products",2017-06-01,2017,United States,150018000.0,59954000.0,90064000.0
Manitoba,"Farm, fishing and intermediate food products",2017-07-01,2017,United States,134985000.0,52010000.0,82975000.0
Manitoba,"Farm, fishing and intermediate food products",2017-08-01,2017,United States,144880000.0,51188000.0,93692000.0
Manitoba,"Farm, fishing and intermediate food products",2017-09-01,2017,United States,153136000.0,52535000.0,100601000.0
Manitoba,"Farm, fishing and intermediate food products",2017-10-01,2017,United States,169313000.0,54145000.0,115168000.0
Manitoba,"Farm, fishing and intermediate food products",2017-11-01,2017,United States,148893000.0,50645000.0,98248000.0
Manitoba,"Farm, fishing and intermediate food products",2017-12-01,2017,United States,138499000.0,52652000.0,85847000.0
Manitoba,"Farm, fishing and intermediate food products",2018-01-01,2018,United States,160138000.0,52074000.0,108064000.0
Manitoba,"Farm, fishing and intermediate food products",2018-02-01,2018,United States,150259000.0,46886000.0,103373000.0
Manitoba,"Farm, fishing and intermediate food products",2018-03-01,2018,United States,189104000.0,57409000.0,131695000.0
Manitoba,"Farm, fishing and intermediate food products",2018-04-01,2018,United States,180243000.0,54720000.0,125523000.0
Manitoba,"Farm, fishing and intermediate food products",2018-05-01,2018,United States,174470000.0,62348000.0,112122000.0
Manitoba,"Farm, fishing and intermediate food products",2018-06-01,2018,United States,176604000.0,63528000.0,113076000.0
Manitoba,"Farm, fishing and intermediate food products",2018-07-01,2018,United States,149230000.0,58444000.0,90786000.0
Manitoba,"Farm, fishing and intermediate food products",2018-08-01,2018,United States,141635000.0,53609000.0,88026000.0
Manitoba,"Farm, fishing and intermediate food products",2018-09-01,2018,United States,159300000.0,65819000.0,93481000.0
Manitoba,"Farm, fishing and intermediate food products",2018-10-01,2018,United States,159544000.0,71147000.0,88397000.0
Manitoba,"Farm, fishing and intermediate food products",2018-11-01,2018,United States,150528000.0,68364000.0,82164000.0
Manitoba,"Farm, fishing and intermediate food products",2018-12-01,2018,United States,142087000.0,57982000.0,84105000.0
Manitoba,"Farm, fishing and intermediate food products",2019-01-01,2019,United States,151308000.0,56606000.0,94702000.0
Manitoba,"Farm, fishing and intermediate food products",2019-02-01,2019,United States,149662000.0,48271000.0,101391000.0
Manitoba,"Farm, fishing and intermediate food products",2019-03-01,2019,United States,181468000.0,66039000.0,115429000.0
Manitoba,"Farm, fishing and intermediate food products",2019-04-01,2019,United States,194651000.0,65748000.0,128903000.0
Manitoba,"Farm, fishing and intermediate food products",2019-05-01,2019,United States,162212000.0,69797000.0,92415000.0
Manitoba,"Farm, fishing and intermediate food products",2019-06-01,2019,United States,167347000.0,56822000.0,110525000.0
Manitoba,"Farm, fishing and intermediate food products",2019-07-01,2019,United States,145654000.0,63867000.0,81787000.0
Manitoba,"Farm, fishing and intermediate food products",2019-08-01,2019,United States,135724000.0,60619000.0,75105000.0
Manitoba,"Farm, fishing and intermediate food products",2019-09-01,2019,United States,168221000.0,64393000.0,103828000.0
Manitoba,"Farm, fishing and intermediate food products",2019-10-01,2019,United States,170610000.0,68568000.0,102042000.0
Manitoba,"Farm, fishing and intermediate food products",2019-11-01,2019,United States,152506000.0,57388000.0,95118000.0
Manitoba,"Farm, fishing and intermediate food products",2019-12-01,2019,United States,145163000.0,60214000.0,84949000.0
Manitoba,"Farm, fishing and intermediate food products",2020-01-01,2020,United States,177347000.0,64820000.0,112527000.0
Manitoba,"Farm, fishing and intermediate food products",2020-02-01,2020,United States,164190000.0,57520000.0,106670000.0
Manitoba,"Farm, fishing and intermediate food products",2020-03-01,2020,United States,202401000.0,74548000.0,127853000.0
Manitoba,"Farm, fishing and intermediate food products",2020-04-01,2020,United States,171682000.0,62472000.0,109210000.0
Manitoba,"Farm, fishing and intermediate food products",2020-05-01,2020,United States,154262000.0,61591000.0,92671000.0
Manitoba,"Farm, fishing and intermediate food products",2020-06-01,2020,United States,134235000.0,60971000.0,73264000.0
Manitoba,"Farm, fishing and intermediate food products",2020-07-01,2020,United States,138101000.0,60336000.0,77765000.0
Manitoba,"Farm, fishing and intermediate food products",2020-08-01,2020,United States,137558000.0,65388000.0,72170000.0
Manitoba,"Farm, fishing and intermediate food products",2020-09-01,2020,United States,171549000.0,62988000.0,108561000.0
Manitoba,"Farm, fishing and intermediate food products",2020-10-01,2020,United States,173120000.0,70139000.0,102981000.0
Manitoba,"Farm, fishing and intermediate food products",2020-11-01,2020,United States,180432000.0,59101000.0,121331000.0
Manitoba,"Farm, fishing and intermediate food products",2020-12-01,2020,United States,158361000.0,65556000.0,92805000.0
Manitoba,"Farm, fishing and intermediate food products",2021-01-01,2021,United States,172459000.0,73929000.0,98530000.0
Manitoba,"Farm, fishing and intermediate food products",2021-02-01,2021,United States,156376000.0,61603000.0,94773000.0
Manitoba,"Farm, fishing and intermediate food products",2021-03-01,2021,United States,205309000.0,80079000.0,125230000.0
Manitoba,"Farm, fishing and intermediate food products",2021-04-01,2021,United States,186727000.0,71745000.0,114982000.0
Manitoba,"Farm, fishing and intermediate food products",2021-05-01,2021,United States,174209000.0,64934000.0,109275000.0
Manitoba,"Farm, fishing and intermediate food products",2021-06-01,2021,United States,190605000.0,72774000.0,117831000.0
Manitoba,"Farm, fishing and intermediate food products",2021-07-01,2021,United States,185704000.0,73024000.0,112680000.0
Manitoba,"Farm, fishing and intermediate food products",2021-08-01,2021,United States,209589000.0,72782000.0,136807000.0
Manitoba,"Farm, fishing and intermediate food products",2021-09-01,2021,United States,234662000.0,82184000.0,152478000.0
Manitoba,"Farm, fishing and intermediate food products",2021-10-01,2021,United States,203415000.0,90791000.0,112624000.0
Manitoba,"Farm, fishing and intermediate food products",2021-11-01,2021,United States,213553000.0,106772000.0,106781000.0
Manitoba,"Farm, fishing and intermediate food products",2021-12-01,2021,United States,204852000.0,125343000.0,79509000.0
Manitoba,"Farm, fishing and intermediate food products",2022-01-01,2022,United States,207289000.0,102887000.0,104402000.0
Manitoba,"Farm, fishing and intermediate food products",2022-02-01,2022,United States,198930000.0,97603000.0,101327000.0
Manitoba,"Farm, fishing and intermediate food products",2022-03-01,2022,United States,271276000.0,137788000.0,133488000.0
Manitoba,"Farm, fishing and intermediate food products",2022-04-01,2022,United States,252377000.0,126042000.0,126335000.0
Manitoba,"Farm, fishing and intermediate food products",2022-05-01,2022,United States,202149000.0,117662000.0,84487000.0
Manitoba,"Farm, fishing and intermediate food products",2022-06-01,2022,United States,255316000.0,116930000.0,138386000.0
Manitoba,"Farm, fishing and intermediate food products",2022-07-01,2022,United States,258840000.0,105801000.0,153039000.0
Manitoba,"Farm, fishing and intermediate food products",2022-08-01,2022,United States,218610000.0,99074000.0,119536000.0
Manitoba,"Farm, fishing and intermediate food products",2022-09-01,2022,United States,253431000.0,93273000.0,160158000.0
Manitoba,"Farm, fishing and intermediate food products",2022-10-01,2022,United States,267149000.0,100873000.0,166276000.0
Manitoba,"Farm, fishing and intermediate food products",2022-11-01,2022,United States,260131000.0,101202000.0,158929000.0
Manitoba,"Farm, fishing and intermediate food products",2022-12-01,2022,United States,245216000.0,92570000.0,152646000.0
Manitoba,"Farm, fishing and intermediate food products",2023-01-01,2023,United States,285774000.0,100808000.0,184966000.0
Manitoba,"Farm, fishing and intermediate food products",2023-02-01,2023,United States,266147000.0,89787000.0,176360000.0
Manitoba,"Farm, fishing and intermediate food products",2023-03-01,2023,United States,301575000.0,107914000.0,193661000.0
Manitoba,"Farm, fishing and intermediate food products",2023-04-01,2023,United States,286997000.0,90297000.0,196700000.0
Manitoba,"Farm, fishing and intermediate food products",2023-05-01,2023,United States,240299000.0,97217000.0,143082000.0
Manitoba,"Farm, fishing and intermediate food products",2023-06-01,2023,United States,221911000.0,94736000.0,127175000.0
Manitoba,"Farm, fishing and intermediate food products",2023-07-01,2023,United States,257829000.0,90545000.0,167284000.0
Manitoba,"Farm, fishing and intermediate food products",2023-08-01,2023,United States,274942000.0,100930000.0,174012000.0
Manitoba,"Farm, fishing and intermediate food products",2023-09-01,2023,United States,299378000.0,104608000.0,194770000.0
Manitoba,"Farm, fishing and intermediate food products",2023-10-01,2023,United States,302284000.0,103487000.0,198797000.0
Manitoba,"Farm, fishing and intermediate food products",2023-11-01,2023,United States,276657000.0,106587000.0,170070000.0
Manitoba,"Farm, fishing and intermediate food products",2023-12-01,2023,United States,262383000.0,89581000.0,172802000.0
Manitoba,"Farm, fishing and intermediate food products",2024-01-01,2024,United States,267443000.0,91837000.0,175606000.0
Manitoba,"Farm, fishing and intermediate food products",2024-02-01,2024,United States,244569000.0,85523000.0,159046000.0
Manitoba,"Farm, fishing and intermediate food products",2024-03-01,2024,United States,294303000.0,88334000.0,205969000.0
Manitoba,"Farm, fishing and intermediate food products",2024-04-01,2024,United States,224000000.0,84283000.0,139717000.0
Manitoba,"Farm, fishing and intermediate food products",2024-05-01,2024,United States,258022000.0,84999000.0,173023000.0
Manitoba,"Farm, fishing and intermediate food products",2024-06-01,2024,United States,208079000.0,82683000.0,125396000.0
Manitoba,"Farm, fishing and intermediate food products",2024-07-01,2024,United States,212595000.0,83746000.0,128849000.0
Manitoba,"Farm, fishing and intermediate food products",2024-08-01,2024,United States,224409000.0,74592000.0,149817000.0
Manitoba,"Farm, fishing and intermediate food products",2024-09-01,2024,United States,224981000.0,80232000.0,144749000.0
Manitoba,"Farm, fishing and intermediate food products",2024-10-01,2024,United States,241036000.0,93922000.0,147114000.0
Manitoba,"Farm, fishing and intermediate food products",2024-11-01,2024,United States,250123000.0,79005000.0,171118000.0
Manitoba,"Farm, fishing and intermediate food products",2024-12-01,2024,United States,245341000.0,71365000.0,173976000.0
Manitoba,Forestry products and building and packaging materials,2014-01-01,2014,United States,26077000.0,73453000.0,-47376000.0
Manitoba,Forestry products and building and packaging materials,2014-02-01,2014,United States,31124000.0,73360000.0,-42236000.0
Manitoba,Forestry products and building and packaging materials,2014-03-01,2014,United States,35548000.0,78579000.0,-43031000.0
Manitoba,Forestry products and building and packaging materials,2014-04-01,2014,United States,34080000.0,86003000.0,-51923000.0
Manitoba,Forestry products and building and packaging materials,2014-05-01,2014,United States,35612000.0,87293000.0,-51681000.0
Manitoba,Forestry products and building and packaging materials,2014-06-01,2014,United States,31280000.0,86894000.0,-55614000.0
Manitoba,Forestry products and building and packaging materials,2014-07-01,2014,United States,30854000.0,91068000.0,-60214000.0
Manitoba,Forestry products and building and packaging materials,2014-08-01,2014,United States,33753000.0,94828000.0,-61075000.0
Manitoba,Forestry products and building and packaging materials,2014-09-01,2014,United States,33079000.0,85393000.0,-52314000.0
Manitoba,Forestry products and building and packaging materials,2014-10-01,2014,United States,35324000.0,92145000.0,-56821000.0
Manitoba,Forestry products and building and packaging materials,2014-11-01,2014,United States,31592000.0,78594000.0,-47002000.0
Manitoba,Forestry products and building and packaging materials,2014-12-01,2014,United States,29080000.0,73203000.0,-44123000.0
Manitoba,Forestry products and building and packaging materials,2015-01-01,2015,United States,32325000.0,83900000.0,-51575000.0
Manitoba,Forestry products and building and packaging materials,2015-02-01,2015,United States,34474000.0,83384000.0,-48910000.0
Manitoba,Forestry products and building and packaging materials,2015-03-01,2015,United States,37187000.0,89785000.0,-52598000.0
Manitoba,Forestry products and building and packaging materials,2015-04-01,2015,United States,38446000.0,87944000.0,-49498000.0
Manitoba,Forestry products and building and packaging materials,2015-05-01,2015,United States,35087000.0,92362000.0,-57275000.0
Manitoba,Forestry products and building and packaging materials,2015-06-01,2015,United States,39962000.0,87725000.0,-47763000.0
Manitoba,Forestry products and building and packaging materials,2015-07-01,2015,United States,39704000.0,104496000.0,-64792000.0
Manitoba,Forestry products and building and packaging materials,2015-08-01,2015,United States,38515000.0,103729000.0,-65214000.0
Manitoba,Forestry products and building and packaging materials,2015-09-01,2015,United States,34339000.0,100367000.0,-66028000.0
Manitoba,Forestry products and building and packaging materials,2015-10-01,2015,United States,30937000.0,92473000.0,-61536000.0
Manitoba,Forestry products and building and packaging materials,2015-11-01,2015,United States,33750000.0,75129000.0,-41379000.0
Manitoba,Forestry products and building and packaging materials,2015-12-01,2015,United States,35475000.0,72713000.0,-37238000.0
Manitoba,Forestry products and building and packaging materials,2016-01-01,2016,United States,32590000.0,79195000.0,-46605000.0
Manitoba,Forestry products and building and packaging materials,2016-02-01,2016,United States,33082000.0,86792000.0,-53710000.0
Manitoba,Forestry products and building and packaging materials,2016-03-01,2016,United States,40935000.0,85071000.0,-44136000.0
Manitoba,Forestry products and building and packaging materials,2016-04-01,2016,United States,45282000.0,86032000.0,-40750000.0
Manitoba,Forestry products and building and packaging materials,2016-05-01,2016,United States,44387000.0,83103000.0,-38716000.0
Manitoba,Forestry products and building and packaging materials,2016-06-01,2016,United States,41854000.0,87504000.0,-45650000.0
Manitoba,Forestry products and building and packaging materials,2016-07-01,2016,United States,51117000.0,90051000.0,-38934000.0
Manitoba,Forestry products and building and packaging materials,2016-08-01,2016,United States,49742000.0,86655000.0,-36913000.0
Manitoba,Forestry products and building and packaging materials,2016-09-01,2016,United States,41325000.0,79397000.0,-38072000.0
Manitoba,Forestry products and building and packaging materials,2016-10-01,2016,United States,43594000.0,81726000.0,-38132000.0
Manitoba,Forestry products and building and packaging materials,2016-11-01,2016,United States,44065000.0,73288000.0,-29223000.0
Manitoba,Forestry products and building and packaging materials,2016-12-01,2016,United States,35764000.0,66692000.0,-30928000.0
Manitoba,Forestry products and building and packaging materials,2017-01-01,2017,United States,40228000.0,70624000.0,-30396000.0
Manitoba,Forestry products and building and packaging materials,2017-02-01,2017,United States,36279000.0,76345000.0,-40066000.0
Manitoba,Forestry products and building and packaging materials,2017-03-01,2017,United States,40617000.0,98615000.0,-57998000.0
Manitoba,Forestry products and building and packaging materials,2017-04-01,2017,United States,43259000.0,88050000.0,-44791000.0
Manitoba,Forestry products and building and packaging materials,2017-05-01,2017,United States,44781000.0,97819000.0,-53038000.0
Manitoba,Forestry products and building and packaging materials,2017-06-01,2017,United States,46442000.0,99472000.0,-53030000.0
Manitoba,Forestry products and building and packaging materials,2017-07-01,2017,United States,42417000.0,95137000.0,-52720000.0
Manitoba,Forestry products and building and packaging materials,2017-08-01,2017,United States,44334000.0,99062000.0,-54728000.0
Manitoba,Forestry products and building and packaging materials,2017-09-01,2017,United States,43931000.0,93024000.0,-49093000.0
Manitoba,Forestry products and building and packaging materials,2017-10-01,2017,United States,38739000.0,97676000.0,-58937000.0
Manitoba,Forestry products and building and packaging materials,2017-11-01,2017,United States,44375000.0,83472000.0,-39097000.0
Manitoba,Forestry products and building and packaging materials,2017-12-01,2017,United States,37821000.0,72366000.0,-34545000.0
Manitoba,Forestry products and building and packaging materials,2018-01-01,2018,United States,34349000.0,82038000.0,-47689000.0
Manitoba,Forestry products and building and packaging materials,2018-02-01,2018,United States,42410000.0,76929000.0,-34519000.0
Manitoba,Forestry products and building and packaging materials,2018-03-01,2018,United States,43692000.0,94936000.0,-51244000.0
Manitoba,Forestry products and building and packaging materials,2018-04-01,2018,United States,48624000.0,88917000.0,-40293000.0
Manitoba,Forestry products and building and packaging materials,2018-05-01,2018,United States,52510000.0,109773000.0,-57263000.0
Manitoba,Forestry products and building and packaging materials,2018-06-01,2018,United States,54018000.0,106762000.0,-52744000.0
Manitoba,Forestry products and building and packaging materials,2018-07-01,2018,United States,48931000.0,108435000.0,-59504000.0
Manitoba,Forestry products and building and packaging materials,2018-08-01,2018,United States,49231000.0,105128000.0,-55897000.0
Manitoba,Forestry products and building and packaging materials,2018-09-01,2018,United States,52111000.0,96325000.0,-44214000.0
Manitoba,Forestry products and building and packaging materials,2018-10-01,2018,United States,57749000.0,95715000.0,-37966000.0
Manitoba,Forestry products and building and packaging materials,2018-11-01,2018,United States,41217000.0,86387000.0,-45170000.0
Manitoba,Forestry products and building and packaging materials,2018-12-01,2018,United States,42998000.0,76786000.0,-33788000.0
Manitoba,Forestry products and building and packaging materials,2019-01-01,2019,United States,38342000.0,90189000.0,-51847000.0
Manitoba,Forestry products and building and packaging materials,2019-02-01,2019,United States,33766000.0,76694000.0,-42928000.0
Manitoba,Forestry products and building and packaging materials,2019-03-01,2019,United States,51152000.0,94434000.0,-43282000.0
Manitoba,Forestry products and building and packaging materials,2019-04-01,2019,United States,55422000.0,86454000.0,-31032000.0
Manitoba,Forestry products and building and packaging materials,2019-05-01,2019,United States,41131000.0,99674000.0,-58543000.0
Manitoba,Forestry products and building and packaging materials,2019-06-01,2019,United States,48979000.0,96398000.0,-47419000.0
Manitoba,Forestry products and building and packaging materials,2019-07-01,2019,United States,48733000.0,87220000.0,-38487000.0
Manitoba,Forestry products and building and packaging materials,2019-08-01,2019,United States,53143000.0,100188000.0,-47045000.0
Manitoba,Forestry products and building and packaging materials,2019-09-01,2019,United States,40287000.0,89517000.0,-49230000.0
Manitoba,Forestry products and building and packaging materials,2019-10-01,2019,United States,48055000.0,86630000.0,-38575000.0
Manitoba,Forestry products and building and packaging materials,2019-11-01,2019,United States,42390000.0,82351000.0,-39961000.0
Manitoba,Forestry products and building and packaging materials,2019-12-01,2019,United States,40991000.0,66878000.0,-25887000.0
Manitoba,Forestry products and building and packaging materials,2020-01-01,2020,United States,42183000.0,78839000.0,-36656000.0
Manitoba,Forestry products and building and packaging materials,2020-02-01,2020,United States,43148000.0,83641000.0,-40493000.0
Manitoba,Forestry products and building and packaging materials,2020-03-01,2020,United States,61240000.0,87072000.0,-25832000.0
Manitoba,Forestry products and building and packaging materials,2020-04-01,2020,United States,49356000.0,73914000.0,-24558000.0
Manitoba,Forestry products and building and packaging materials,2020-05-01,2020,United States,53368000.0,78146000.0,-24778000.0
Manitoba,Forestry products and building and packaging materials,2020-06-01,2020,United States,47636000.0,81275000.0,-33639000.0
Manitoba,Forestry products and building and packaging materials,2020-07-01,2020,United States,60608000.0,87795000.0,-27187000.0
Manitoba,Forestry products and building and packaging materials,2020-08-01,2020,United States,55112000.0,87724000.0,-32612000.0
Manitoba,Forestry products and building and packaging materials,2020-09-01,2020,United States,55988000.0,79864000.0,-23876000.0
Manitoba,Forestry products and building and packaging materials,2020-10-01,2020,United States,54370000.0,88488000.0,-34118000.0
Manitoba,Forestry products and building and packaging materials,2020-11-01,2020,United States,50772000.0,78851000.0,-28079000.0
Manitoba,Forestry products and building and packaging materials,2020-12-01,2020,United States,50917000.0,79539000.0,-28622000.0
Manitoba,Forestry products and building and packaging materials,2021-01-01,2021,United States,56625000.0,84072000.0,-27447000.0
Manitoba,Forestry products and building and packaging materials,2021-02-01,2021,United States,46207000.0,76271000.0,-30064000.0
Manitoba,Forestry products and building and packaging materials,2021-03-01,2021,United States,57706000.0,86567000.0,-28861000.0
Manitoba,Forestry products and building and packaging materials,2021-04-01,2021,United States,58016000.0,95554000.0,-37538000.0
Manitoba,Forestry products and building and packaging materials,2021-05-01,2021,United States,59434000.0,91386000.0,-31952000.0
Manitoba,Forestry products and building and packaging materials,2021-06-01,2021,United States,55782000.0,95748000.0,-39966000.0
Manitoba,Forestry products and building and packaging materials,2021-07-01,2021,United States,63326000.0,105366000.0,-42040000.0
Manitoba,Forestry products and building and packaging materials,2021-08-01,2021,United States,59371000.0,104032000.0,-44661000.0
Manitoba,Forestry products and building and packaging materials,2021-09-01,2021,United States,55952000.0,102274000.0,-46322000.0
Manitoba,Forestry products and building and packaging materials,2021-10-01,2021,United States,49724000.0,100066000.0,-50342000.0
Manitoba,Forestry products and building and packaging materials,2021-11-01,2021,United States,46836000.0,98483000.0,-51647000.0
Manitoba,Forestry products and building and packaging materials,2021-12-01,2021,United States,54678000.0,98977000.0,-44299000.0
Manitoba,Forestry products and building and packaging materials,2022-01-01,2022,United States,51815000.0,99269000.0,-47454000.0
Manitoba,Forestry products and building and packaging materials,2022-02-01,2022,United States,53522000.0,97030000.0,-43508000.0
Manitoba,Forestry products and building and packaging materials,2022-03-01,2022,United States,76539000.0,123287000.0,-46748000.0
Manitoba,Forestry products and building and packaging materials,2022-04-01,2022,United States,76403000.0,121355000.0,-44952000.0
Manitoba,Forestry products and building and packaging materials,2022-05-01,2022,United States,89517000.0,117110000.0,-27593000.0
Manitoba,Forestry products and building and packaging materials,2022-06-01,2022,United States,71863000.0,139473000.0,-67610000.0
Manitoba,Forestry products and building and packaging materials,2022-07-01,2022,United States,78131000.0,126335000.0,-48204000.0
Manitoba,Forestry products and building and packaging materials,2022-08-01,2022,United States,76954000.0,127198000.0,-50244000.0
Manitoba,Forestry products and building and packaging materials,2022-09-01,2022,United States,68809000.0,122250000.0,-53441000.0
Manitoba,Forestry products and building and packaging materials,2022-10-01,2022,United States,71645000.0,131780000.0,-60135000.0
Manitoba,Forestry products and building and packaging materials,2022-11-01,2022,United States,69415000.0,116351000.0,-46936000.0
Manitoba,Forestry products and building and packaging materials,2022-12-01,2022,United States,67588000.0,107471000.0,-39883000.0
Manitoba,Forestry products and building and packaging materials,2023-01-01,2023,United States,73795000.0,108457000.0,-34662000.0
Manitoba,Forestry products and building and packaging materials,2023-02-01,2023,United States,61529000.0,105070000.0,-43541000.0
Manitoba,Forestry products and building and packaging materials,2023-03-01,2023,United States,79447000.0,117735000.0,-38288000.0
Manitoba,Forestry products and building and packaging materials,2023-04-01,2023,United States,71896000.0,120229000.0,-48333000.0
Manitoba,Forestry products and building and packaging materials,2023-05-01,2023,United States,81582000.0,124334000.0,-42752000.0
Manitoba,Forestry products and building and packaging materials,2023-06-01,2023,United States,72845000.0,124426000.0,-51581000.0
Manitoba,Forestry products and building and packaging materials,2023-07-01,2023,United States,79145000.0,115353000.0,-36208000.0
Manitoba,Forestry products and building and packaging materials,2023-08-01,2023,United States,72856000.0,122067000.0,-49211000.0
Manitoba,Forestry products and building and packaging materials,2023-09-01,2023,United States,84197000.0,126710000.0,-42513000.0
Manitoba,Forestry products and building and packaging materials,2023-10-01,2023,United States,69945000.0,119512000.0,-49567000.0
Manitoba,Forestry products and building and packaging materials,2023-11-01,2023,United States,65052000.0,111366000.0,-46314000.0
Manitoba,Forestry products and building and packaging materials,2023-12-01,2023,United States,61724000.0,98995000.0,-37271000.0
Manitoba,Forestry products and building and packaging materials,2024-01-01,2024,United States,56055000.0,108351000.0,-52296000.0
Manitoba,Forestry products and building and packaging materials,2024-02-01,2024,United States,64184000.0,126600000.0,-62416000.0
Manitoba,Forestry products and building and packaging materials,2024-03-01,2024,United States,72977000.0,132552000.0,-59575000.0
Manitoba,Forestry products and building and packaging materials,2024-04-01,2024,United States,77825000.0,131031000.0,-53206000.0
Manitoba,Forestry products and building and packaging materials,2024-05-01,2024,United States,79715000.0,132830000.0,-53115000.0
Manitoba,Forestry products and building and packaging materials,2024-06-01,2024,United States,77536000.0,134502000.0,-56966000.0
Manitoba,Forestry products and building and packaging materials,2024-07-01,2024,United States,83989000.0,125368000.0,-41379000.0
Manitoba,Forestry products and building and packaging materials,2024-08-01,2024,United States,77985000.0,135943000.0,-57958000.0
Manitoba,Forestry products and building and packaging materials,2024-09-01,2024,United States,87497000.0,125694000.0,-38197000.0
Manitoba,Forestry products and building and packaging materials,2024-10-01,2024,United States,78745000.0,136087000.0,-57342000.0
Manitoba,Forestry products and building and packaging materials,2024-11-01,2024,United States,61682000.0,121035000.0,-59353000.0
Manitoba,Forestry products and building and packaging materials,2024-12-01,2024,United States,62135000.0,107390000.0,-45255000.0
Manitoba,"Industrial machinery, equipment and parts",2014-01-01,2014,United States,81154000.0,298788000.0,-217634000.0
Manitoba,"Industrial machinery, equipment and parts",2014-02-01,2014,United States,84760000.0,305461000.0,-220701000.0
Manitoba,"Industrial machinery, equipment and parts",2014-03-01,2014,United States,120343000.0,389837000.0,-269494000.0
Manitoba,"Industrial machinery, equipment and parts",2014-04-01,2014,United States,82926000.0,373040000.0,-290114000.0
Manitoba,"Industrial machinery, equipment and parts",2014-05-01,2014,United States,86156000.0,391862000.0,-305706000.0
Manitoba,"Industrial machinery, equipment and parts",2014-06-01,2014,United States,85939000.0,361632000.0,-275693000.0
Manitoba,"Industrial machinery, equipment and parts",2014-07-01,2014,United States,104368000.0,310550000.0,-206182000.0
Manitoba,"Industrial machinery, equipment and parts",2014-08-01,2014,United States,66844000.0,313435000.0,-246591000.0
Manitoba,"Industrial machinery, equipment and parts",2014-09-01,2014,United States,83460000.0,306272000.0,-222812000.0
Manitoba,"Industrial machinery, equipment and parts",2014-10-01,2014,United States,97000000.0,319867000.0,-222867000.0
Manitoba,"Industrial machinery, equipment and parts",2014-11-01,2014,United States,97095000.0,282556000.0,-185461000.0
Manitoba,"Industrial machinery, equipment and parts",2014-12-01,2014,United States,81548000.0,325043000.0,-243495000.0
Manitoba,"Industrial machinery, equipment and parts",2015-01-01,2015,United States,86722000.0,321397000.0,-234675000.0
Manitoba,"Industrial machinery, equipment and parts",2015-02-01,2015,United States,85891000.0,362786000.0,-276895000.0
Manitoba,"Industrial machinery, equipment and parts",2015-03-01,2015,United States,117282000.0,398808000.0,-281526000.0
Manitoba,"Industrial machinery, equipment and parts",2015-04-01,2015,United States,86181000.0,402350000.0,-316169000.0
Manitoba,"Industrial machinery, equipment and parts",2015-05-01,2015,United States,81880000.0,313135000.0,-231255000.0
Manitoba,"Industrial machinery, equipment and parts",2015-06-01,2015,United States,69370000.0,298596000.0,-229226000.0
Manitoba,"Industrial machinery, equipment and parts",2015-07-01,2015,United States,78997000.0,316264000.0,-237267000.0
Manitoba,"Industrial machinery, equipment and parts",2015-08-01,2015,United States,66474000.0,279486000.0,-213012000.0
Manitoba,"Industrial machinery, equipment and parts",2015-09-01,2015,United States,67938000.0,343027000.0,-275089000.0
Manitoba,"Industrial machinery, equipment and parts",2015-10-01,2015,United States,64432000.0,301911000.0,-237479000.0
Manitoba,"Industrial machinery, equipment and parts",2015-11-01,2015,United States,73078000.0,269041000.0,-195963000.0
Manitoba,"Industrial machinery, equipment and parts",2015-12-01,2015,United States,68007000.0,290477000.0,-222470000.0
Manitoba,"Industrial machinery, equipment and parts",2016-01-01,2016,United States,83664000.0,267598000.0,-183934000.0
Manitoba,"Industrial machinery, equipment and parts",2016-02-01,2016,United States,80369000.0,280354000.0,-199985000.0
