TRADE_PARTNER,YEAR_MONTH,YEAR,PROVINCE,SECTOR,EXPORT,IMPORT,NET_TRADE
United States,2020-06-01,2020,Alberta,Basic products,445917000.0,356023000.0,89894000.0
United States,2020-06-01,2020,Alberta,Consumer goods,278314000.0,154153000.0,124161000.0
United States,2020-06-01,2020,Alberta,Electronics related parts,46368000.0,70673000.0,-24305000.0
United States,2020-06-01,2020,Alberta,Energy products,2969061000.0,35874000.0,2933187000.0
United States,2020-06-01,2020,Alberta,Farm and fishing products,186951000.0,97888000.0,89063000.0
United States,2020-06-01,2020,Alberta,Forestry products,204630000.0,53915000.0,150715000.0
United States,2020-06-01,2020,Alberta,Industrial machinery parts,113219000.0,133840000.0,-20621000.0
United States,2020-06-01,2020,Alberta,Metal products,60406000.0,32764000.0,27642000.0
United States,2020-06-01,2020,Alberta,Metal ores,16098000.0,5695000.0,10403000.0
United States,2020-06-01,2020,Alberta,Motor vehicles and parts,34395000.0,56705000.0,-22310000.0
United States,2020-06-01,2020,Alberta,Special transactions trade,29502000.0,9139000.0,20363000.0
United States,2020-06-01,2020,British Columbia,Aircraft and transportation,32322000.0,56273000.0,-23951000.0
United States,2020-06-01,2020,British Columbia,Basic products,45409000.0,91912000.0,-46503000.0
United States,2020-06-01,2020,British Columbia,Consumer goods,218343000.0,300608000.0,-82265000.0
United States,2020-06-01,2020,British Columbia,Electronics related parts,105067000.0,99627000.0,5440000.0
United States,2020-06-01,2020,British Columbia,Energy products,226584000.0,42113000.0,184471000.0
United States,2020-06-01,2020,British Columbia,Farm and fishing products,154290000.0,195833000.0,-41543000.0
United States,2020-06-01,2020,British Columbia,Forestry products,503132000.0,218088000.0,285044000.0
United States,2020-06-01,2020,British Columbia,Industrial machinery parts,109453000.0,190512000.0,-81059000.0
United States,2020-06-01,2020,British Columbia,Metal products,119011000.0,100338000.0,18673000.0
United States,2020-06-01,2020,British Columbia,Metal ores,10772000.0,15828000.0,-5056000.0
United States,2020-06-01,2020,British Columbia,Motor vehicles and parts,35679000.0,168409000.0,-132730000.0
United States,2020-06-01,2020,British Columbia,Special transactions trade,28884000.0,25301000.0,3583000.0
United States,2020-06-01,2020,Manitoba,Aircraft and transportation,38139000.0,82145000.0,-44006000.0
United States,2020-06-01,2020,Manitoba,Basic products,50724000.0,148442000.0,-97718000.0
United States,2020-06-01,2020,Manitoba,Consumer goods,338141000.0,147103000.0,191038000.0
United States,2020-06-01,2020,Manitoba,Electronics related parts,20345000.0,80319000.0,-59974000.0
United States,2020-06-01,2020,Manitoba,Energy products,62424000.0,27927000.0,34497000.0
United States,2020-06-01,2020,Manitoba,Farm and fishing products,134235000.0,60971000.0,73264000.0
United States,2020-06-01,2020,Manitoba,Forestry products,47636000.0,81275000.0,-33639000.0
United States,2020-06-01,2020,Manitoba,Industrial machinery parts,91019000.0,294398000.0,-203379000.0
United States,2020-06-01,2020,Manitoba,Metal products,32167000.0,67773000.0,-35606000.0
United States,2020-06-01,2020,Manitoba,Metal ores,12078000.0,4461000.0,7617000.0
United States,2020-06-01,2020,Manitoba,Motor vehicles and parts,71294000.0,122681000.0,-51387000.0
United States,2020-06-01,2020,Manitoba,Special transactions trade,28662000.0,8655000.0,20007000.0
United States,2020-06-01,2020,New Brunswick,Aircraft and transportation,2685000.0,3178000.0,-493000.0
United States,2020-06-01,2020,New Brunswick,Basic products,199718000.0,25555000.0,174163000.0
United States,2020-06-01,2020,New Brunswick,Consumer goods,69337000.0,33025000.0,36312000.0
United States,2020-06-01,2020,New Brunswick,Electronics related parts,3428000.0,11673000.0,-8245000.0
United States,2020-06-01,2020,New Brunswick,Energy products,150548000.0,144062000.0,6486000.0
United States,2020-06-01,2020,New Brunswick,Farm and fishing products,159994000.0,22506000.0,137488000.0
United States,2020-06-01,2020,New Brunswick,Forestry products,124546000.0,28094000.0,96452000.0
United States,2020-06-01,2020,New Brunswick,Industrial machinery parts,7860000.0,24892000.0,-17032000.0
United States,2020-06-01,2020,New Brunswick,Metal products,6323000.0,10097000.0,-3774000.0
United States,2020-06-01,2020,New Brunswick,Metal ores,10815000.0,114000.0,10701000.0
United States,2020-06-01,2020,New Brunswick,Motor vehicles and parts,3926000.0,14951000.0,-11025000.0
United States,2020-06-01,2020,New Brunswick,Special transactions trade,4637000.0,1991000.0,2646000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Aircraft and transportation,222000.0,0.0,222000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Basic products,40000.0,52000.0,-12000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Consumer goods,9209000.0,13000.0,9196000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Electronics related parts,482000.0,162000.0,320000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Energy products,152962000.0,54793000.0,98169000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Farm and fishing products,184563000.0,5000.0,184558000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Forestry products,2297000.0,9000.0,2288000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Industrial machinery parts,320000.0,432000.0,-112000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Metal products,7366000.0,97000.0,7269000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Metal ores,5651000.0,0.0,5651000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Motor vehicles and parts,88000.0,0.0,88000.0
United States,2020-06-01,2020,Newfoundland and Labrador,Special transactions trade,3870000.0,123000.0,3747000.0
United States,2020-06-01,2020,Northwest Territories,Aircraft and transportation,0.0,0.0,0.0
United States,2020-06-01,2020,Northwest Territories,Basic products,0.0,0.0,0.0
United States,2020-06-01,2020,Northwest Territories,Consumer goods,9000.0,0.0,9000.0
United States,2020-06-01,2020,Northwest Territories,Electronics related parts,44000.0,0.0,44000.0
United States,2020-06-01,2020,Northwest Territories,Energy products,0.0,0.0,0.0
United States,2020-06-01,2020,Northwest Territories,Farm and fishing products,0.0,0.0,0.0
United States,2020-06-01,2020,Northwest Territories,Forestry products,0.0,0.0,0.0
United States,2020-06-01,2020,Northwest Territories,Industrial machinery parts,0.0,0.0,0.0
United States,2020-06-01,2020,Northwest Territories,Metal products,0.0,0.0,0.0
United States,2020-06-01,2020,Northwest Territories,Metal ores,0.0,0.0,0.0
United States,2020-06-01,2020,Northwest Territories,Motor vehicles and parts,0.0,0.0,0.0
United States,2020-06-01,2020,Northwest Territories,Special transactions trade,13000.0,0.0,13000.0
United States,2020-06-01,2020,Nova Scotia,Aircraft and transportation,3023000.0,554000.0,2469000.0
United States,2020-06-01,2020,Nova Scotia,Basic products,13492000.0,9475000.0,4017000.0
United States,2020-06-01,2020,Nova Scotia,Consumer goods,48049000.0,1342000.0,46707000.0
United States,2020-06-01,2020,Nova Scotia,Electronics related parts,10907000.0,499000.0,10408000.0
United States,2020-06-01,2020,Nova Scotia,Energy products,6000.0,28924000.0,-28918000.0
United States,2020-06-01,2020,Nova Scotia,Farm and fishing products,118426000.0,83000.0,118343000.0
United States,2020-06-01,2020,Nova Scotia,Forestry products,30000000.0,57000.0,29943000.0
United States,2020-06-01,2020,Nova Scotia,Industrial machinery parts,5123000.0,3945000.0,1178000.0
United States,2020-06-01,2020,Nova Scotia,Metal products,8126000.0,193000.0,7933000.0
United States,2020-06-01,2020,Nova Scotia,Metal ores,11482000.0,10000.0,11472000.0
United States,2020-06-01,2020,Nova Scotia,Motor vehicles and parts,64643000.0,4000.0,64639000.0
United States,2020-06-01,2020,Nova Scotia,Special transactions trade,3689000.0,172000.0,3517000.0
United States,2020-06-01,2020,Nunavut,Aircraft and transportation,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Basic products,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Consumer goods,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Electronics related parts,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Energy products,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Farm and fishing products,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Forestry products,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Industrial machinery parts,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Metal products,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Metal ores,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Motor vehicles and parts,0.0,0.0,0.0
United States,2020-06-01,2020,Nunavut,Special transactions trade,4000.0,0.0,4000.0
United States,2020-06-01,2020,Ontario,Aircraft and transportation,288389000.0,574204000.0,-285815000.0
United States,2020-06-01,2020,Ontario,Basic products,801321000.0,1317071000.0,-515750000.0
United States,2020-06-01,2020,Ontario,Consumer goods,2238663000.0,2621181000.0,-382518000.0
United States,2020-06-01,2020,Ontario,Electronics related parts,562467000.0,939099000.0,-376632000.0
United States,2020-06-01,2020,Ontario,Energy products,86705000.0,297366000.0,-210661000.0
United States,2020-06-01,2020,Ontario,Farm and fishing products,383064000.0,565226000.0,-182162000.0
United States,2020-06-01,2020,Ontario,Forestry products,756279000.0,958111000.0,-201832000.0
United States,2020-06-01,2020,Ontario,Industrial machinery parts,1007653000.0,1395357000.0,-387704000.0
United States,2020-06-01,2020,Ontario,Metal products,1013359000.0,1148200000.0,-134841000.0
United States,2020-06-01,2020,Ontario,Metal ores,28846000.0,185815000.0,-156969000.0
United States,2020-06-01,2020,Ontario,Motor vehicles and parts,4828831000.0,3931089000.0,897742000.0
United States,2020-06-01,2020,Ontario,Special transactions trade,191851000.0,682070000.0,-490219000.0
United States,2020-06-01,2020,Prince Edward Island,Aircraft and transportation,4901000.0,0.0,4901000.0
United States,2020-06-01,2020,Prince Edward Island,Basic products,3844000.0,407000.0,3437000.0
United States,2020-06-01,2020,Prince Edward Island,Consumer goods,47630000.0,137000.0,47493000.0
United States,2020-06-01,2020,Prince Edward Island,Electronics related parts,780000.0,349000.0,431000.0
United States,2020-06-01,2020,Prince Edward Island,Energy products,0.0,0.0,0.0
United States,2020-06-01,2020,Prince Edward Island,Farm and fishing products,28071000.0,0.0,28071000.0
United States,2020-06-01,2020,Prince Edward Island,Forestry products,1997000.0,176000.0,1821000.0
United States,2020-06-01,2020,Prince Edward Island,Industrial machinery parts,2874000.0,940000.0,1934000.0
United States,2020-06-01,2020,Prince Edward Island,Metal products,210000.0,49000.0,161000.0
United States,2020-06-01,2020,Prince Edward Island,Metal ores,811000.0,0.0,811000.0
United States,2020-06-01,2020,Prince Edward Island,Motor vehicles and parts,1028000.0,0.0,1028000.0
United States,2020-06-01,2020,Prince Edward Island,Special transactions trade,12596000.0,2000.0,12594000.0
United States,2020-06-01,2020,Québec,Aircraft and transportation,616133000.0,250444000.0,365689000.0
United States,2020-06-01,2020,Québec,Basic products,316788000.0,138537000.0,178251000.0
United States,2020-06-01,2020,Québec,Consumer goods,850671000.0,210317000.0,640354000.0
United States,2020-06-01,2020,Québec,Electronics related parts,243773000.0,249141000.0,-5368000.0
United States,2020-06-01,2020,Québec,Energy products,129925000.0,236344000.0,-106419000.0
United States,2020-06-01,2020,Québec,Farm and fishing products,179331000.0,45070000.0,134261000.0
United States,2020-06-01,2020,Québec,Forestry products,801239000.0,143019000.0,658220000.0
United States,2020-06-01,2020,Québec,Industrial machinery parts,303930000.0,184543000.0,119387000.0
United States,2020-06-01,2020,Québec,Metal products,943156000.0,93584000.0,849572000.0
United States,2020-06-01,2020,Québec,Metal ores,62247000.0,40178000.0,22069000.0
United States,2020-06-01,2020,Québec,Motor vehicles and parts,271830000.0,164347000.0,107483000.0
United States,2020-06-01,2020,Québec,Special transactions trade,84598000.0,72189000.0,12409000.0
United States,2020-06-01,2020,Saskatchewan,Aircraft and transportation,153000.0,31457000.0,-31304000.0
United States,2020-06-01,2020,Saskatchewan,Basic products,11156000.0,92883000.0,-81727000.0
United States,2020-06-01,2020,Saskatchewan,Consumer goods,6110000.0,60580000.0,-54470000.0
United States,2020-06-01,2020,Saskatchewan,Electronics related parts,11455000.0,37175000.0,-25720000.0
United States,2020-06-01,2020,Saskatchewan,Energy products,280117000.0,31771000.0,248346000.0
United States,2020-06-01,2020,Saskatchewan,Farm and fishing products,247036000.0,30318000.0,216718000.0
United States,2020-06-01,2020,Saskatchewan,Forestry products,26550000.0,30406000.0,-3856000.0
United States,2020-06-01,2020,Saskatchewan,Industrial machinery parts,39584000.0,174357000.0,-134773000.0
United States,2020-06-01,2020,Saskatchewan,Metal products,5571000.0,32550000.0,-26979000.0
United States,2020-06-01,2020,Saskatchewan,Metal ores,201838000.0,1098000.0,200740000.0
United States,2020-06-01,2020,Saskatchewan,Motor vehicles and parts,11259000.0,63617000.0,-52358000.0
United States,2020-06-01,2020,Saskatchewan,Special transactions trade,4807000.0,764000.0,4043000.0
United States,2020-06-01,2020,Yukon,Aircraft and transportation,0.0,54000.0,-54000.0
United States,2020-06-01,2020,Yukon,Basic products,0.0,0.0,0.0
United States,2020-06-01,2020,Yukon,Consumer goods,25000.0,50000.0,-25000.0
United States,2020-06-01,2020,Yukon,Electronics related parts,80000.0,1000.0,79000.0
United States,2020-06-01,2020,Yukon,Energy products,0.0,0.0,0.0
United States,2020-06-01,2020,Yukon,Farm and fishing products,0.0,4084000.0,-4084000.0
United States,2020-06-01,2020,Yukon,Forestry products,80000.0,0.0,80000.0
United States,2020-06-01,2020,Yukon,Industrial machinery parts,7000.0,9041000.0,-9034000.0
United States,2020-06-01,2020,Yukon,Metal products,560000.0,0.0,560000.0
United States,2020-06-01,2020,Yukon,Metal ores,10120000.0,0.0,10120000.0
United States,2020-06-01,2020,Yukon,Motor vehicles and parts,0.0,117000.0,-117000.0
United States,2020-06-01,2020,Yukon,Special transactions trade,17000.0,0.0,17000.0
United States,2020-07-01,2020,Alberta,Aircraft and transportation,36221000.0,28158000.0,8063000.0
United States,2020-07-01,2020,Alberta,Basic products,430096000.0,390087000.0,40009000.0
United States,2020-07-01,2020,Alberta,Consumer goods,238640000.0,138465000.0,100175000.0
United States,2020-07-01,2020,Alberta,Electronics related parts,37946000.0,70975000.0,-33029000.0
United States,2020-07-01,2020,Alberta,Energy products,4495830000.0,34821000.0,4461009000.0
United States,2020-07-01,2020,Alberta,Farm and fishing products,177454000.0,98982000.0,78472000.0
United States,2020-07-01,2020,Alberta,Forestry products,229372000.0,59114000.0,170258000.0
United States,2020-07-01,2020,Alberta,Industrial machinery parts,127650000.0,125468000.0,2182000.0
United States,2020-07-01,2020,Alberta,Metal products,56360000.0,29565000.0,26795000.0
United States,2020-07-01,2020,Alberta,Metal ores,14903000.0,6525000.0,8378000.0
United States,2020-07-01,2020,Alberta,Motor vehicles and parts,23720000.0,46075000.0,-22355000.0
United States,2020-07-01,2020,Alberta,Special transactions trade,32886000.0,8908000.0,23978000.0
United States,2020-07-01,2020,British Columbia,Aircraft and transportation,21183000.0,67183000.0,-46000000.0
United States,2020-07-01,2020,British Columbia,Basic products,47439000.0,96248000.0,-48809000.0
United States,2020-07-01,2020,British Columbia,Consumer goods,242329000.0,326291000.0,-83962000.0
United States,2020-07-01,2020,British Columbia,Electronics related parts,98155000.0,103332000.0,-5177000.0
United States,2020-07-01,2020,British Columbia,Energy products,292689000.0,80062000.0,212627000.0
United States,2020-07-01,2020,British Columbia,Farm and fishing products,234451000.0,205511000.0,28940000.0
United States,2020-07-01,2020,British Columbia,Forestry products,543906000.0,229818000.0,314088000.0
United States,2020-07-01,2020,British Columbia,Industrial machinery parts,111976000.0,170063000.0,-58087000.0
United States,2020-07-01,2020,British Columbia,Metal products,148473000.0,101535000.0,46938000.0
United States,2020-07-01,2020,British Columbia,Metal ores,12100000.0,74835000.0,-62735000.0
United States,2020-07-01,2020,British Columbia,Motor vehicles and parts,32390000.0,118129000.0,-85739000.0
United States,2020-07-01,2020,British Columbia,Special transactions trade,28770000.0,24308000.0,4462000.0
United States,2020-07-01,2020,Manitoba,Aircraft and transportation,20867000.0,81511000.0,-60644000.0
United States,2020-07-01,2020,Manitoba,Basic products,47219000.0,163532000.0,-116313000.0
United States,2020-07-01,2020,Manitoba,Consumer goods,303270000.0,164018000.0,139252000.0
United States,2020-07-01,2020,Manitoba,Electronics related parts,17930000.0,83152000.0,-65222000.0
United States,2020-07-01,2020,Manitoba,Energy products,81978000.0,12319000.0,69659000.0
United States,2020-07-01,2020,Manitoba,Farm and fishing products,138101000.0,60336000.0,77765000.0
United States,2020-07-01,2020,Manitoba,Forestry products,60608000.0,87795000.0,-27187000.0
United States,2020-07-01,2020,Manitoba,Industrial machinery parts,76487000.0,333142000.0,-256655000.0
United States,2020-07-01,2020,Manitoba,Metal products,43349000.0,61105000.0,-17756000.0
United States,2020-07-01,2020,Manitoba,Metal ores,11158000.0,19894000.0,-8736000.0
United States,2020-07-01,2020,Manitoba,Motor vehicles and parts,79013000.0,123905000.0,-44892000.0
United States,2020-07-01,2020,Manitoba,Special transactions trade,41782000.0,11336000.0,30446000.0
United States,2020-07-01,2020,New Brunswick,Aircraft and transportation,1406000.0,6338000.0,-4932000.0
United States,2020-07-01,2020,New Brunswick,Basic products,224992000.0,28990000.0,196002000.0
United States,2020-07-01,2020,New Brunswick,Consumer goods,73465000.0,29017000.0,44448000.0
United States,2020-07-01,2020,New Brunswick,Electronics related parts,3827000.0,13391000.0,-9564000.0
United States,2020-07-01,2020,New Brunswick,Energy products,214330000.0,290151000.0,-75821000.0
United States,2020-07-01,2020,New Brunswick,Farm and fishing products,92572000.0,62215000.0,30357000.0
United States,2020-07-01,2020,New Brunswick,Forestry products,146614000.0,32198000.0,114416000.0
United States,2020-07-01,2020,New Brunswick,Industrial machinery parts,10596000.0,21299000.0,-10703000.0
United States,2020-07-01,2020,New Brunswick,Metal products,3574000.0,11515000.0,-7941000.0
United States,2020-07-01,2020,New Brunswick,Metal ores,6438000.0,207000.0,6231000.0
United States,2020-07-01,2020,New Brunswick,Motor vehicles and parts,2777000.0,17194000.0,-14417000.0
United States,2020-07-01,2020,New Brunswick,Special transactions trade,5468000.0,1775000.0,3693000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Aircraft and transportation,375000.0,22000.0,353000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Basic products,0.0,317000.0,-317000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Consumer goods,9169000.0,14000.0,9155000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Electronics related parts,458000.0,6000.0,452000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Energy products,290967000.0,49240000.0,241727000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Farm and fishing products,102038000.0,0.0,102038000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Forestry products,3085000.0,9000.0,3076000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Industrial machinery parts,58000.0,69000.0,-11000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Metal products,14019000.0,7000.0,14012000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Metal ores,7165000.0,0.0,7165000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Motor vehicles and parts,205000.0,0.0,205000.0
United States,2020-07-01,2020,Newfoundland and Labrador,Special transactions trade,4846000.0,92000.0,4754000.0
United States,2020-07-01,2020,Northwest Territories,Aircraft and transportation,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Basic products,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Consumer goods,4000.0,0.0,4000.0
United States,2020-07-01,2020,Northwest Territories,Electronics related parts,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Energy products,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Farm and fishing products,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Forestry products,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Industrial machinery parts,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Metal products,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Metal ores,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Motor vehicles and parts,0.0,0.0,0.0
United States,2020-07-01,2020,Northwest Territories,Special transactions trade,4000.0,0.0,4000.0
United States,2020-07-01,2020,Nova Scotia,Aircraft and transportation,3067000.0,3230000.0,-163000.0
United States,2020-07-01,2020,Nova Scotia,Basic products,14143000.0,5268000.0,8875000.0
United States,2020-07-01,2020,Nova Scotia,Consumer goods,46526000.0,601000.0,45925000.0
United States,2020-07-01,2020,Nova Scotia,Electronics related parts,7231000.0,338000.0,6893000.0
United States,2020-07-01,2020,Nova Scotia,Energy products,0.0,26176000.0,-26176000.0
United States,2020-07-01,2020,Nova Scotia,Farm and fishing products,104301000.0,352000.0,103949000.0
United States,2020-07-01,2020,Nova Scotia,Forestry products,37531000.0,141000.0,37390000.0
United States,2020-07-01,2020,Nova Scotia,Industrial machinery parts,6338000.0,2161000.0,4177000.0
United States,2020-07-01,2020,Nova Scotia,Metal products,7605000.0,53000.0,7552000.0
United States,2020-07-01,2020,Nova Scotia,Metal ores,7560000.0,28000.0,7532000.0
United States,2020-07-01,2020,Nova Scotia,Motor vehicles and parts,69665000.0,31000.0,69634000.0
United States,2020-07-01,2020,Nova Scotia,Special transactions trade,4364000.0,149000.0,4215000.0
United States,2020-07-01,2020,Nunavut,Aircraft and transportation,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Basic products,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Consumer goods,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Electronics related parts,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Energy products,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Farm and fishing products,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Forestry products,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Industrial machinery parts,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Metal products,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Metal ores,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Motor vehicles and parts,0.0,0.0,0.0
United States,2020-07-01,2020,Nunavut,Special transactions trade,4000.0,0.0,4000.0
United States,2020-07-01,2020,Ontario,Aircraft and transportation,176812000.0,144732000.0,32080000.0
United States,2020-07-01,2020,Ontario,Basic products,806591000.0,1314498000.0,-507907000.0
United States,2020-07-01,2020,Ontario,Consumer goods,2287463000.0,2758415000.0,-470952000.0
United States,2020-07-01,2020,Ontario,Electronics related parts,520023000.0,966401000.0,-446378000.0
United States,2020-07-01,2020,Ontario,Energy products,82223000.0,395515000.0,-313292000.0
United States,2020-07-01,2020,Ontario,Farm and fishing products,389039000.0,558183000.0,-169144000.0
United States,2020-07-01,2020,Ontario,Forestry products,792931000.0,1013381000.0,-220450000.0
United States,2020-07-01,2020,Ontario,Industrial machinery parts,1055598000.0,1419199000.0,-363601000.0
United States,2020-07-01,2020,Ontario,Metal products,1612979000.0,1328423000.0,284556000.0
United States,2020-07-01,2020,Ontario,Metal ores,33066000.0,188880000.0,-155814000.0
United States,2020-07-01,2020,Ontario,Motor vehicles and parts,4673132000.0,4427779000.0,245353000.0
United States,2020-07-01,2020,Ontario,Special transactions trade,203662000.0,738880000.0,-535218000.0
United States,2020-07-01,2020,Prince Edward Island,Aircraft and transportation,6081000.0,0.0,6081000.0
United States,2020-07-01,2020,Prince Edward Island,Basic products,254000.0,346000.0,-92000.0
United States,2020-07-01,2020,Prince Edward Island,Consumer goods,50900000.0,108000.0,50792000.0
United States,2020-07-01,2020,Prince Edward Island,Electronics related parts,466000.0,16000.0,450000.0
United States,2020-07-01,2020,Prince Edward Island,Energy products,0.0,0.0,0.0
United States,2020-07-01,2020,Prince Edward Island,Farm and fishing products,26142000.0,0.0,26142000.0
United States,2020-07-01,2020,Prince Edward Island,Forestry products,2315000.0,335000.0,1980000.0
United States,2020-07-01,2020,Prince Edward Island,Industrial machinery parts,3547000.0,82000.0,3465000.0
United States,2020-07-01,2020,Prince Edward Island,Metal products,98000.0,63000.0,35000.0
United States,2020-07-01,2020,Prince Edward Island,Metal ores,600000.0,0.0,600000.0
United States,2020-07-01,2020,Prince Edward Island,Motor vehicles and parts,997000.0,0.0,997000.0
United States,2020-07-01,2020,Prince Edward Island,Special transactions trade,8099000.0,1000.0,8098000.0
United States,2020-07-01,2020,Québec,Aircraft and transportation,425149000.0,240969000.0,184180000.0
United States,2020-07-01,2020,Québec,Basic products,341890000.0,136268000.0,205622000.0
United States,2020-07-01,2020,Québec,Consumer goods,926298000.0,251639000.0,674659000.0
United States,2020-07-01,2020,Québec,Electronics related parts,269941000.0,212716000.0,57225000.0
United States,2020-07-01,2020,Québec,Energy products,163292000.0,289498000.0,-126206000.0
United States,2020-07-01,2020,Québec,Farm and fishing products,150024000.0,44477000.0,105547000.0
United States,2020-07-01,2020,Québec,Forestry products,799102000.0,142380000.0,656722000.0
United States,2020-07-01,2020,Québec,Industrial machinery parts,344011000.0,163075000.0,180936000.0
United States,2020-07-01,2020,Québec,Metal products,956221000.0,105365000.0,850856000.0
United States,2020-07-01,2020,Québec,Metal ores,33209000.0,3486000.0,29723000.0
United States,2020-07-01,2020,Québec,Motor vehicles and parts,280575000.0,203236000.0,77339000.0
United States,2020-07-01,2020,Québec,Special transactions trade,96965000.0,64837000.0,32128000.0
United States,2020-07-01,2020,Saskatchewan,Aircraft and transportation,55000.0,9465000.0,-9410000.0
United States,2020-07-01,2020,Saskatchewan,Basic products,8470000.0,115341000.0,-106871000.0
United States,2020-07-01,2020,Saskatchewan,Consumer goods,7164000.0,65356000.0,-58192000.0
United States,2020-07-01,2020,Saskatchewan,Electronics related parts,7894000.0,33049000.0,-25155000.0
United States,2020-07-01,2020,Saskatchewan,Energy products,436879000.0,50833000.0,386046000.0
United States,2020-07-01,2020,Saskatchewan,Farm and fishing products,239655000.0,27751000.0,211904000.0
United States,2020-07-01,2020,Saskatchewan,Forestry products,32443000.0,32262000.0,181000.0
United States,2020-07-01,2020,Saskatchewan,Industrial machinery parts,37854000.0,201213000.0,-163359000.0
United States,2020-07-01,2020,Saskatchewan,Metal products,12178000.0,31525000.0,-19347000.0
United States,2020-07-01,2020,Saskatchewan,Metal ores,244846000.0,620000.0,244226000.0
United States,2020-07-01,2020,Saskatchewan,Motor vehicles and parts,12417000.0,66438000.0,-54021000.0
United States,2020-07-01,2020,Saskatchewan,Special transactions trade,3188000.0,778000.0,2410000.0
United States,2020-07-01,2020,Yukon,Aircraft and transportation,13000.0,3000.0,10000.0
United States,2020-07-01,2020,Yukon,Basic products,0.0,63000.0,-63000.0
United States,2020-07-01,2020,Yukon,Consumer goods,1000.0,920000.0,-919000.0
United States,2020-07-01,2020,Yukon,Electronics related parts,0.0,1000.0,-1000.0
United States,2020-07-01,2020,Yukon,Energy products,4000.0,0.0,4000.0
United States,2020-07-01,2020,Yukon,Farm and fishing products,0.0,9339000.0,-9339000.0
United States,2020-07-01,2020,Yukon,Forestry products,257000.0,1000.0,256000.0
United States,2020-07-01,2020,Yukon,Industrial machinery parts,0.0,81000.0,-81000.0
United States,2020-07-01,2020,Yukon,Metal products,724000.0,0.0,724000.0
United States,2020-07-01,2020,Yukon,Metal ores,8835000.0,1000.0,8834000.0
United States,2020-07-01,2020,Yukon,Motor vehicles and parts,0.0,189000.0,-189000.0
United States,2020-07-01,2020,Yukon,Special transactions trade,8000.0,0.0,8000.0
United States,2020-08-01,2020,Alberta,Aircraft and transportation,31613000.0,13585000.0,18028000.0
United States,2020-08-01,2020,Alberta,Basic products,456487000.0,320208000.0,136279000.0
United States,2020-08-01,2020,Alberta,Consumer goods,248876000.0,143496000.0,105380000.0
United States,2020-08-01,2020,Alberta,Electronics related parts,43467000.0,70793000.0,-27326000.0
