TRADE_PARTNER,YEAR_MONTH,YEAR,PROVINCE,SECTOR,EXPORT,IMPORT,NET_TRADE
United States,2015-08-01,2015,New Brunswick,Metal ores,5978000.0,1375000.0,4603000.0
United States,2015-08-01,2015,New Brunswick,Motor vehicles and parts,1567000.0,26681000.0,-25114000.0
United States,2015-08-01,2015,New Brunswick,Special transactions trade,7633000.0,2598000.0,5035000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Aircraft and transportation,169000.0,15249000.0,-15080000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Basic products,3000.0,115000.0,-112000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Consumer goods,9490000.0,326000.0,9164000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Electronics related parts,764000.0,221000.0,543000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Energy products,593619000.0,250372000.0,343247000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Farm and fishing products,18953000.0,1000.0,18952000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Forestry products,10716000.0,7789000.0,2927000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Industrial machinery parts,495000.0,5266000.0,-4771000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Metal products,129000.0,182000.0,-53000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Metal ores,779000.0,0.0,779000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Motor vehicles and parts,31000.0,0.0,31000.0
United States,2015-08-01,2015,Newfoundland and Labrador,Special transactions trade,4620000.0,139000.0,4481000.0
United States,2015-08-01,2015,Northwest Territories,Aircraft and transportation,0.0,0.0,0.0
United States,2015-08-01,2015,Northwest Territories,Basic products,0.0,0.0,0.0
United States,2015-08-01,2015,Northwest Territories,Consumer goods,0.0,0.0,0.0
United States,2015-08-01,2015,Northwest Territories,Electronics related parts,0.0,0.0,0.0
United States,2015-08-01,2015,Northwest Territories,Energy products,0.0,11287000.0,-11287000.0
United States,2015-08-01,2015,Northwest Territories,Farm and fishing products,0.0,0.0,0.0
United States,2015-08-01,2015,Northwest Territories,Forestry products,0.0,0.0,0.0
United States,2015-08-01,2015,Northwest Territories,Industrial machinery parts,377000.0,0.0,377000.0
United States,2015-08-01,2015,Northwest Territories,Metal products,0.0,0.0,0.0
United States,2015-08-01,2015,Northwest Territories,Metal ores,0.0,0.0,0.0
United States,2015-08-01,2015,Northwest Territories,Motor vehicles and parts,0.0,0.0,0.0
United States,2015-08-01,2015,Northwest Territories,Special transactions trade,1000.0,0.0,1000.0
United States,2015-08-01,2015,Nova Scotia,Aircraft and transportation,3467000.0,26000.0,3441000.0
United States,2015-08-01,2015,Nova Scotia,Basic products,24296000.0,1293000.0,23003000.0
United States,2015-08-01,2015,Nova Scotia,Consumer goods,48709000.0,2215000.0,46494000.0
United States,2015-08-01,2015,Nova Scotia,Electronics related parts,8247000.0,2572000.0,5675000.0
United States,2015-08-01,2015,Nova Scotia,Energy products,591000.0,38838000.0,-38247000.0
United States,2015-08-01,2015,Nova Scotia,Farm and fishing products,79263000.0,2474000.0,76789000.0
United States,2015-08-01,2015,Nova Scotia,Forestry products,36995000.0,962000.0,36033000.0
United States,2015-08-01,2015,Nova Scotia,Industrial machinery parts,4182000.0,2301000.0,1881000.0
United States,2015-08-01,2015,Nova Scotia,Metal products,9210000.0,768000.0,8442000.0
United States,2015-08-01,2015,Nova Scotia,Metal ores,5282000.0,63000.0,5219000.0
United States,2015-08-01,2015,Nova Scotia,Motor vehicles and parts,95953000.0,1767000.0,94186000.0
United States,2015-08-01,2015,Nova Scotia,Special transactions trade,4821000.0,536000.0,4285000.0
United States,2015-08-01,2015,Nunavut,Aircraft and transportation,0.0,0.0,0.0
United States,2015-08-01,2015,Nunavut,Basic products,0.0,0.0,0.0
United States,2015-08-01,2015,Nunavut,Consumer goods,0.0,0.0,0.0
United States,2015-08-01,2015,Nunavut,Electronics related parts,0.0,0.0,0.0
United States,2015-08-01,2015,Nunavut,Energy products,0.0,9739000.0,-9739000.0
United States,2015-08-01,2015,Nunavut,Farm and fishing products,20000.0,0.0,20000.0
United States,2015-08-01,2015,Nunavut,Forestry products,0.0,0.0,0.0
United States,2015-08-01,2015,Nunavut,Industrial machinery parts,0.0,0.0,0.0
United States,2015-08-01,2015,Nunavut,Metal products,0.0,0.0,0.0
United States,2015-08-01,2015,Nunavut,Metal ores,0.0,0.0,0.0
United States,2015-08-01,2015,Nunavut,Motor vehicles and parts,0.0,0.0,0.0
United States,2015-08-01,2015,Nunavut,Special transactions trade,1000.0,0.0,1000.0
United States,2015-08-01,2015,Ontario,Aircraft and transportation,274397000.0,203881000.0,70516000.0
United States,2015-08-01,2015,Ontario,Basic products,885681000.0,1252569000.0,-366888000.0
United States,2015-08-01,2015,Ontario,Consumer goods,1878050000.0,2896176000.0,-1018126000.0
United States,2015-08-01,2015,Ontario,Electronics related parts,560834000.0,1001953000.0,-441119000.0
United States,2015-08-01,2015,Ontario,Energy products,110426000.0,342947000.0,-232521000.0
United States,2015-08-01,2015,Ontario,Farm and fishing products,296853000.0,381012000.0,-84159000.0
United States,2015-08-01,2015,Ontario,Forestry products,743560000.0,919167000.0,-175607000.0
United States,2015-08-01,2015,Ontario,Industrial machinery parts,983918000.0,1494307000.0,-510389000.0
United States,2015-08-01,2015,Ontario,Metal products,1208438000.0,1174696000.0,33742000.0
United States,2015-08-01,2015,Ontario,Metal ores,26123000.0,154695000.0,-128572000.0
United States,2015-08-01,2015,Ontario,Motor vehicles and parts,6555104000.0,5270735000.0,1284369000.0
United States,2015-08-01,2015,Ontario,Special transactions trade,214359000.0,485754000.0,-271395000.0
United States,2015-08-01,2015,Prince Edward Island,Aircraft and transportation,3605000.0,0.0,3605000.0
United States,2015-08-01,2015,Prince Edward Island,Basic products,6489000.0,238000.0,6251000.0
United States,2015-08-01,2015,Prince Edward Island,Consumer goods,36596000.0,167000.0,36429000.0
United States,2015-08-01,2015,Prince Edward Island,Electronics related parts,728000.0,20000.0,708000.0
United States,2015-08-01,2015,Prince Edward Island,Energy products,0.0,0.0,0.0
United States,2015-08-01,2015,Prince Edward Island,Farm and fishing products,25685000.0,10000.0,25675000.0
United States,2015-08-01,2015,Prince Edward Island,Forestry products,2101000.0,35000.0,2066000.0
United States,2015-08-01,2015,Prince Edward Island,Industrial machinery parts,3428000.0,973000.0,2455000.0
United States,2015-08-01,2015,Prince Edward Island,Metal products,249000.0,1000.0,248000.0
United States,2015-08-01,2015,Prince Edward Island,Metal ores,135000.0,0.0,135000.0
United States,2015-08-01,2015,Prince Edward Island,Motor vehicles and parts,324000.0,0.0,324000.0
United States,2015-08-01,2015,Prince Edward Island,Special transactions trade,7203000.0,84000.0,7119000.0
United States,2015-08-01,2015,Québec,Aircraft and transportation,599550000.0,267246000.0,332304000.0
United States,2015-08-01,2015,Québec,Basic products,330067000.0,246347000.0,83720000.0
United States,2015-08-01,2015,Québec,Consumer goods,841949000.0,221902000.0,620047000.0
United States,2015-08-01,2015,Québec,Electronics related parts,276578000.0,273757000.0,2821000.0
United States,2015-08-01,2015,Québec,Energy products,223256000.0,416701000.0,-193445000.0
United States,2015-08-01,2015,Québec,Farm and fishing products,121277000.0,50958000.0,70319000.0
United States,2015-08-01,2015,Québec,Forestry products,772689000.0,166880000.0,605809000.0
United States,2015-08-01,2015,Québec,Industrial machinery parts,280496000.0,149207000.0,131289000.0
United States,2015-08-01,2015,Québec,Metal products,936840000.0,136892000.0,799948000.0
United States,2015-08-01,2015,Québec,Metal ores,46521000.0,37307000.0,9214000.0
United States,2015-08-01,2015,Québec,Motor vehicles and parts,302030000.0,261376000.0,40654000.0
United States,2015-08-01,2015,Québec,Special transactions trade,76804000.0,83942000.0,-7138000.0
United States,2015-08-01,2015,Saskatchewan,Aircraft and transportation,69000.0,8375000.0,-8306000.0
United States,2015-08-01,2015,Saskatchewan,Basic products,15100000.0,86825000.0,-71725000.0
United States,2015-08-01,2015,Saskatchewan,Consumer goods,4833000.0,61482000.0,-56649000.0
United States,2015-08-01,2015,Saskatchewan,Electronics related parts,12299000.0,44695000.0,-32396000.0
United States,2015-08-01,2015,Saskatchewan,Energy products,700738000.0,36682000.0,664056000.0
United States,2015-08-01,2015,Saskatchewan,Farm and fishing products,323955000.0,14982000.0,308973000.0
United States,2015-08-01,2015,Saskatchewan,Forestry products,30959000.0,32180000.0,-1221000.0
United States,2015-08-01,2015,Saskatchewan,Industrial machinery parts,26217000.0,267542000.0,-241325000.0
United States,2015-08-01,2015,Saskatchewan,Metal products,54480000.0,42472000.0,12008000.0
United States,2015-08-01,2015,Saskatchewan,Metal ores,224163000.0,4441000.0,219722000.0
United States,2015-08-01,2015,Saskatchewan,Motor vehicles and parts,5016000.0,77598000.0,-72582000.0
United States,2015-08-01,2015,Saskatchewan,Special transactions trade,6558000.0,1562000.0,4996000.0
United States,2015-08-01,2015,Yukon,Aircraft and transportation,47000.0,123000.0,-76000.0
United States,2015-08-01,2015,Yukon,Basic products,0.0,1000.0,-1000.0
United States,2015-08-01,2015,Yukon,Consumer goods,3000.0,37000.0,-34000.0
United States,2015-08-01,2015,Yukon,Electronics related parts,0.0,15000.0,-15000.0
United States,2015-08-01,2015,Yukon,Energy products,782000.0,157000.0,625000.0
United States,2015-08-01,2015,Yukon,Farm and fishing products,0.0,6658000.0,-6658000.0
United States,2015-08-01,2015,Yukon,Forestry products,0.0,1000.0,-1000.0
United States,2015-08-01,2015,Yukon,Industrial machinery parts,0.0,571000.0,-571000.0
United States,2015-08-01,2015,Yukon,Metal products,23000.0,16000.0,7000.0
United States,2015-08-01,2015,Yukon,Metal ores,15591000.0,0.0,15591000.0
United States,2015-08-01,2015,Yukon,Motor vehicles and parts,0.0,37000.0,-37000.0
United States,2015-08-01,2015,Yukon,Special transactions trade,7000.0,793000.0,-786000.0
United States,2015-09-01,2015,Alberta,Aircraft and transportation,47881000.0,49025000.0,-1144000.0
United States,2015-09-01,2015,Alberta,Basic products,618723000.0,541701000.0,77022000.0
United States,2015-09-01,2015,Alberta,Consumer goods,189881000.0,179193000.0,10688000.0
United States,2015-09-01,2015,Alberta,Electronics related parts,43705000.0,115649000.0,-71944000.0
United States,2015-09-01,2015,Alberta,Energy products,5511865000.0,147017000.0,5364848000.0
United States,2015-09-01,2015,Alberta,Farm and fishing products,147731000.0,80248000.0,67483000.0
United States,2015-09-01,2015,Alberta,Forestry products,186263000.0,75569000.0,110694000.0
United States,2015-09-01,2015,Alberta,Industrial machinery parts,152110000.0,203442000.0,-51332000.0
United States,2015-09-01,2015,Alberta,Metal products,49655000.0,70484000.0,-20829000.0
United States,2015-09-01,2015,Alberta,Metal ores,17204000.0,6133000.0,11071000.0
United States,2015-09-01,2015,Alberta,Motor vehicles and parts,19696000.0,84310000.0,-64614000.0
United States,2015-09-01,2015,Alberta,Special transactions trade,40029000.0,14958000.0,25071000.0
United States,2015-09-01,2015,British Columbia,Aircraft and transportation,18058000.0,60307000.0,-42249000.0
United States,2015-09-01,2015,British Columbia,Basic products,46859000.0,102629000.0,-55770000.0
United States,2015-09-01,2015,British Columbia,Consumer goods,173588000.0,371886000.0,-198298000.0
United States,2015-09-01,2015,British Columbia,Electronics related parts,99242000.0,98612000.0,630000.0
United States,2015-09-01,2015,British Columbia,Energy products,249938000.0,211047000.0,38891000.0
United States,2015-09-01,2015,British Columbia,Farm and fishing products,119655000.0,164762000.0,-45107000.0
United States,2015-09-01,2015,British Columbia,Forestry products,590036000.0,203623000.0,386413000.0
United States,2015-09-01,2015,British Columbia,Industrial machinery parts,131390000.0,175923000.0,-44533000.0
United States,2015-09-01,2015,British Columbia,Metal products,150171000.0,119375000.0,30796000.0
United States,2015-09-01,2015,British Columbia,Metal ores,12761000.0,133327000.0,-120566000.0
United States,2015-09-01,2015,British Columbia,Motor vehicles and parts,34897000.0,159820000.0,-124923000.0
United States,2015-09-01,2015,British Columbia,Special transactions trade,28899000.0,18193000.0,10706000.0
United States,2015-09-01,2015,Manitoba,Aircraft and transportation,55160000.0,101717000.0,-46557000.0
United States,2015-09-01,2015,Manitoba,Basic products,62194000.0,157768000.0,-95574000.0
United States,2015-09-01,2015,Manitoba,Consumer goods,257488000.0,175724000.0,81764000.0
United States,2015-09-01,2015,Manitoba,Electronics related parts,23651000.0,106443000.0,-82792000.0
United States,2015-09-01,2015,Manitoba,Energy products,139760000.0,97375000.0,42385000.0
United States,2015-09-01,2015,Manitoba,Farm and fishing products,178052000.0,64027000.0,114025000.0
United States,2015-09-01,2015,Manitoba,Forestry products,34339000.0,100367000.0,-66028000.0
United States,2015-09-01,2015,Manitoba,Industrial machinery parts,67938000.0,343027000.0,-275089000.0
United States,2015-09-01,2015,Manitoba,Metal products,32618000.0,85357000.0,-52739000.0
United States,2015-09-01,2015,Manitoba,Metal ores,5265000.0,15439000.0,-10174000.0
United States,2015-09-01,2015,Manitoba,Motor vehicles and parts,89179000.0,138080000.0,-48901000.0
United States,2015-09-01,2015,Manitoba,Special transactions trade,37476000.0,9351000.0,28125000.0
United States,2015-09-01,2015,New Brunswick,Aircraft and transportation,1139000.0,3530000.0,-2391000.0
United States,2015-09-01,2015,New Brunswick,Basic products,221295000.0,46894000.0,174401000.0
United States,2015-09-01,2015,New Brunswick,Consumer goods,81478000.0,38496000.0,42982000.0
United States,2015-09-01,2015,New Brunswick,Electronics related parts,5450000.0,6460000.0,-1010000.0
United States,2015-09-01,2015,New Brunswick,Energy products,243301000.0,43068000.0,200233000.0
United States,2015-09-01,2015,New Brunswick,Farm and fishing products,89333000.0,103748000.0,-14415000.0
United States,2015-09-01,2015,New Brunswick,Forestry products,116978000.0,34986000.0,81992000.0
United States,2015-09-01,2015,New Brunswick,Industrial machinery parts,8693000.0,45046000.0,-36353000.0
United States,2015-09-01,2015,New Brunswick,Metal products,10687000.0,14928000.0,-4241000.0
United States,2015-09-01,2015,New Brunswick,Metal ores,11050000.0,1696000.0,9354000.0
United States,2015-09-01,2015,New Brunswick,Motor vehicles and parts,1397000.0,25364000.0,-23967000.0
United States,2015-09-01,2015,New Brunswick,Special transactions trade,7064000.0,1706000.0,5358000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Aircraft and transportation,1156000.0,9000.0,1147000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Basic products,17000.0,3000.0,14000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Consumer goods,9405000.0,317000.0,9088000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Electronics related parts,568000.0,350000.0,218000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Energy products,381262000.0,147196000.0,234066000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Farm and fishing products,7608000.0,1000.0,7607000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Forestry products,9592000.0,304000.0,9288000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Industrial machinery parts,679000.0,687000.0,-8000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Metal products,263000.0,60000.0,203000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Metal ores,1221000.0,0.0,1221000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Motor vehicles and parts,104000.0,5000.0,99000.0
United States,2015-09-01,2015,Newfoundland and Labrador,Special transactions trade,4342000.0,102000.0,4240000.0
United States,2015-09-01,2015,Northwest Territories,Aircraft and transportation,5000.0,0.0,5000.0
United States,2015-09-01,2015,Northwest Territories,Basic products,0.0,0.0,0.0
United States,2015-09-01,2015,Northwest Territories,Consumer goods,11000.0,0.0,11000.0
United States,2015-09-01,2015,Northwest Territories,Electronics related parts,6000.0,0.0,6000.0
United States,2015-09-01,2015,Northwest Territories,Energy products,0.0,0.0,0.0
United States,2015-09-01,2015,Northwest Territories,Farm and fishing products,0.0,0.0,0.0
United States,2015-09-01,2015,Northwest Territories,Forestry products,7000.0,0.0,7000.0
United States,2015-09-01,2015,Northwest Territories,Industrial machinery parts,0.0,0.0,0.0
United States,2015-09-01,2015,Northwest Territories,Metal products,244000.0,0.0,244000.0
United States,2015-09-01,2015,Northwest Territories,Metal ores,0.0,0.0,0.0
United States,2015-09-01,2015,Northwest Territories,Motor vehicles and parts,12000.0,0.0,12000.0
United States,2015-09-01,2015,Northwest Territories,Special transactions trade,232000.0,0.0,232000.0
United States,2015-09-01,2015,Nova Scotia,Aircraft and transportation,4092000.0,206000.0,3886000.0
United States,2015-09-01,2015,Nova Scotia,Basic products,24000000.0,376000.0,23624000.0
United States,2015-09-01,2015,Nova Scotia,Consumer goods,53459000.0,1938000.0,51521000.0
United States,2015-09-01,2015,Nova Scotia,Electronics related parts,8173000.0,306000.0,7867000.0
United States,2015-09-01,2015,Nova Scotia,Energy products,5002000.0,63262000.0,-58260000.0
United States,2015-09-01,2015,Nova Scotia,Farm and fishing products,69005000.0,1105000.0,67900000.0
United States,2015-09-01,2015,Nova Scotia,Forestry products,36523000.0,420000.0,36103000.0
United States,2015-09-01,2015,Nova Scotia,Industrial machinery parts,8282000.0,701000.0,7581000.0
United States,2015-09-01,2015,Nova Scotia,Metal products,7794000.0,954000.0,6840000.0
United States,2015-09-01,2015,Nova Scotia,Metal ores,5159000.0,0.0,5159000.0
United States,2015-09-01,2015,Nova Scotia,Motor vehicles and parts,96405000.0,1063000.0,95342000.0
United States,2015-09-01,2015,Nova Scotia,Special transactions trade,4020000.0,489000.0,3531000.0
United States,2015-09-01,2015,Nunavut,Aircraft and transportation,0.0,0.0,0.0
United States,2015-09-01,2015,Nunavut,Basic products,0.0,0.0,0.0
United States,2015-09-01,2015,Nunavut,Consumer goods,0.0,0.0,0.0
United States,2015-09-01,2015,Nunavut,Electronics related parts,0.0,0.0,0.0
United States,2015-09-01,2015,Nunavut,Energy products,0.0,29788000.0,-29788000.0
United States,2015-09-01,2015,Nunavut,Farm and fishing products,84000.0,0.0,84000.0
United States,2015-09-01,2015,Nunavut,Forestry products,0.0,0.0,0.0
United States,2015-09-01,2015,Nunavut,Industrial machinery parts,0.0,0.0,0.0
United States,2015-09-01,2015,Nunavut,Metal products,0.0,0.0,0.0
United States,2015-09-01,2015,Nunavut,Metal ores,0.0,0.0,0.0
United States,2015-09-01,2015,Nunavut,Motor vehicles and parts,0.0,0.0,0.0
United States,2015-09-01,2015,Nunavut,Special transactions trade,232000.0,0.0,232000.0
United States,2015-09-01,2015,Ontario,Aircraft and transportation,266354000.0,402688000.0,-136334000.0
United States,2015-09-01,2015,Ontario,Basic products,895875000.0,1239781000.0,-343906000.0
United States,2015-09-01,2015,Ontario,Consumer goods,2179134000.0,3066196000.0,-887062000.0
United States,2015-09-01,2015,Ontario,Electronics related parts,594176000.0,1085511000.0,-491335000.0
United States,2015-09-01,2015,Ontario,Energy products,113106000.0,326290000.0,-213184000.0
United States,2015-09-01,2015,Ontario,Farm and fishing products,302509000.0,409545000.0,-107036000.0
United States,2015-09-01,2015,Ontario,Forestry products,750175000.0,936553000.0,-186378000.0
United States,2015-09-01,2015,Ontario,Industrial machinery parts,1081222000.0,1473151000.0,-391929000.0
United States,2015-09-01,2015,Ontario,Metal products,1444437000.0,1189037000.0,255400000.0
United States,2015-09-01,2015,Ontario,Metal ores,26255000.0,112816000.0,-86561000.0
United States,2015-09-01,2015,Ontario,Motor vehicles and parts,6575322000.0,4887286000.0,1688036000.0
United States,2015-09-01,2015,Ontario,Special transactions trade,228161000.0,517508000.0,-289347000.0
United States,2015-09-01,2015,Prince Edward Island,Aircraft and transportation,5270000.0,0.0,5270000.0
United States,2015-09-01,2015,Prince Edward Island,Basic products,2877000.0,98000.0,2779000.0
United States,2015-09-01,2015,Prince Edward Island,Consumer goods,31809000.0,179000.0,31630000.0
United States,2015-09-01,2015,Prince Edward Island,Electronics related parts,1099000.0,25000.0,1074000.0
United States,2015-09-01,2015,Prince Edward Island,Energy products,0.0,0.0,0.0
United States,2015-09-01,2015,Prince Edward Island,Farm and fishing products,22566000.0,13000.0,22553000.0
United States,2015-09-01,2015,Prince Edward Island,Forestry products,2028000.0,65000.0,1963000.0
United States,2015-09-01,2015,Prince Edward Island,Industrial machinery parts,1650000.0,370000.0,1280000.0
United States,2015-09-01,2015,Prince Edward Island,Metal products,225000.0,6000.0,219000.0
United States,2015-09-01,2015,Prince Edward Island,Metal ores,157000.0,0.0,157000.0
United States,2015-09-01,2015,Prince Edward Island,Motor vehicles and parts,107000.0,0.0,107000.0
United States,2015-09-01,2015,Prince Edward Island,Special transactions trade,10708000.0,3000.0,10705000.0
United States,2015-09-01,2015,Québec,Aircraft and transportation,874289000.0,238887000.0,635402000.0
United States,2015-09-01,2015,Québec,Basic products,318119000.0,238105000.0,80014000.0
United States,2015-09-01,2015,Québec,Consumer goods,917884000.0,245087000.0,672797000.0
United States,2015-09-01,2015,Québec,Electronics related parts,285294000.0,271120000.0,14174000.0
United States,2015-09-01,2015,Québec,Energy products,209438000.0,415376000.0,-205938000.0
United States,2015-09-01,2015,Québec,Farm and fishing products,128112000.0,48750000.0,79362000.0
United States,2015-09-01,2015,Québec,Forestry products,776489000.0,174353000.0,602136000.0
United States,2015-09-01,2015,Québec,Industrial machinery parts,282183000.0,165467000.0,116716000.0
United States,2015-09-01,2015,Québec,Metal products,965133000.0,158789000.0,806344000.0
United States,2015-09-01,2015,Québec,Metal ores,52563000.0,37794000.0,14769000.0
United States,2015-09-01,2015,Québec,Motor vehicles and parts,312411000.0,243561000.0,68850000.0
United States,2015-09-01,2015,Québec,Special transactions trade,72915000.0,85591000.0,-12676000.0
United States,2015-09-01,2015,Saskatchewan,Aircraft and transportation,1928000.0,13712000.0,-11784000.0
United States,2015-09-01,2015,Saskatchewan,Basic products,8973000.0,90545000.0,-81572000.0
United States,2015-09-01,2015,Saskatchewan,Consumer goods,5664000.0,51037000.0,-45373000.0
United States,2015-09-01,2015,Saskatchewan,Electronics related parts,14848000.0,42796000.0,-27948000.0
United States,2015-09-01,2015,Saskatchewan,Energy products,631359000.0,29886000.0,601473000.0
United States,2015-09-01,2015,Saskatchewan,Farm and fishing products,306869000.0,15885000.0,290984000.0
United States,2015-09-01,2015,Saskatchewan,Forestry products,23291000.0,24882000.0,-1591000.0
United States,2015-09-01,2015,Saskatchewan,Industrial machinery parts,27056000.0,243242000.0,-216186000.0
United States,2015-09-01,2015,Saskatchewan,Metal products,33899000.0,38863000.0,-4964000.0
United States,2015-09-01,2015,Saskatchewan,Metal ores,304444000.0,3860000.0,300584000.0
United States,2015-09-01,2015,Saskatchewan,Motor vehicles and parts,9487000.0,71641000.0,-62154000.0
United States,2015-09-01,2015,Saskatchewan,Special transactions trade,7824000.0,11020000.0,-3196000.0
United States,2015-09-01,2015,Yukon,Aircraft and transportation,11000.0,424000.0,-413000.0
United States,2015-09-01,2015,Yukon,Basic products,0.0,5000.0,-5000.0
United States,2015-09-01,2015,Yukon,Consumer goods,106000.0,3000.0,103000.0
United States,2015-09-01,2015,Yukon,Electronics related parts,4000.0,173000.0,-169000.0
United States,2015-09-01,2015,Yukon,Energy products,0.0,807000.0,-807000.0
United States,2015-09-01,2015,Yukon,Farm and fishing products,4000.0,4624000.0,-4620000.0
United States,2015-09-01,2015,Yukon,Forestry products,5000.0,10000.0,-5000.0
United States,2015-09-01,2015,Yukon,Industrial machinery parts,0.0,513000.0,-513000.0
United States,2015-09-01,2015,Yukon,Metal products,289000.0,10000.0,279000.0
United States,2015-09-01,2015,Yukon,Metal ores,12463000.0,0.0,12463000.0
United States,2015-09-01,2015,Yukon,Motor vehicles and parts,0.0,39000.0,-39000.0
United States,2015-09-01,2015,Yukon,Special transactions trade,27000.0,0.0,27000.0
United States,2015-10-01,2015,Alberta,Aircraft and transportation,18418000.0,175289000.0,-156871000.0
United States,2015-10-01,2015,Alberta,Basic products,563404000.0,505386000.0,58018000.0
United States,2015-10-01,2015,Alberta,Consumer goods,181601000.0,178260000.0,3341000.0
United States,2015-10-01,2015,Alberta,Electronics related parts,41414000.0,91615000.0,-50201000.0
United States,2015-10-01,2015,Alberta,Energy products,4314471000.0,45456000.0,4269015000.0
United States,2015-10-01,2015,Alberta,Farm and fishing products,165440000.0,90517000.0,74923000.0
United States,2015-10-01,2015,Alberta,Forestry products,183239000.0,73915000.0,109324000.0
United States,2015-10-01,2015,Alberta,Industrial machinery parts,142178000.0,210424000.0,-68246000.0
United States,2015-10-01,2015,Alberta,Metal products,49595000.0,72376000.0,-22781000.0
United States,2015-10-01,2015,Alberta,Metal ores,18779000.0,8782000.0,9997000.0
United States,2015-10-01,2015,Alberta,Motor vehicles and parts,22287000.0,88158000.0,-65871000.0
United States,2015-10-01,2015,Alberta,Special transactions trade,40328000.0,18293000.0,22035000.0
United States,2015-10-01,2015,British Columbia,Aircraft and transportation,24168000.0,76370000.0,-52202000.0
United States,2015-10-01,2015,British Columbia,Basic products,46895000.0,98922000.0,-52027000.0
United States,2015-10-01,2015,British Columbia,Consumer goods,183344000.0,372212000.0,-188868000.0
United States,2015-10-01,2015,British Columbia,Electronics related parts,93087000.0,90626000.0,2461000.0
United States,2015-10-01,2015,British Columbia,Energy products,173593000.0,138764000.0,34829000.0
United States,2015-10-01,2015,British Columbia,Farm and fishing products,131706000.0,171206000.0,-39500000.0
United States,2015-10-01,2015,British Columbia,Forestry products,557490000.0,200707000.0,356783000.0
United States,2015-10-01,2015,British Columbia,Industrial machinery parts,134338000.0,169238000.0,-34900000.0
United States,2015-10-01,2015,British Columbia,Metal products,135522000.0,118881000.0,16641000.0
United States,2015-10-01,2015,British Columbia,Metal ores,11515000.0,70901000.0,-59386000.0
United States,2015-10-01,2015,British Columbia,Motor vehicles and parts,26575000.0,145943000.0,-119368000.0
United States,2015-10-01,2015,British Columbia,Special transactions trade,26477000.0,23099000.0,3378000.0
United States,2015-10-01,2015,Manitoba,Aircraft and transportation,68176000.0,91599000.0,-23423000.0
United States,2015-10-01,2015,Manitoba,Basic products,64445000.0,179461000.0,-115016000.0
United States,2015-10-01,2015,Manitoba,Consumer goods,133728000.0,175991000.0,-42263000.0
United States,2015-10-01,2015,Manitoba,Electronics related parts,24977000.0,108121000.0,-83144000.0
United States,2015-10-01,2015,Manitoba,Energy products,82288000.0,45443000.0,36845000.0
United States,2015-10-01,2015,Manitoba,Farm and fishing products,154974000.0,51020000.0,103954000.0
United States,2015-10-01,2015,Manitoba,Forestry products,30937000.0,92473000.0,-61536000.0
United States,2015-10-01,2015,Manitoba,Industrial machinery parts,64432000.0,301911000.0,-237479000.0
United States,2015-10-01,2015,Manitoba,Metal products,32646000.0,83869000.0,-51223000.0
United States,2015-10-01,2015,Manitoba,Metal ores,6191000.0,17358000.0,-11167000.0
United States,2015-10-01,2015,Manitoba,Motor vehicles and parts,91086000.0,132183000.0,-41097000.0
United States,2015-10-01,2015,Manitoba,Special transactions trade,34819000.0,12493000.0,22326000.0
United States,2015-10-01,2015,New Brunswick,Aircraft and transportation,1858000.0,2333000.0,-475000.0
United States,2015-10-01,2015,New Brunswick,Basic products,111291000.0,46773000.0,64518000.0
United States,2015-10-01,2015,New Brunswick,Consumer goods,78003000.0,39616000.0,38387000.0
United States,2015-10-01,2015,New Brunswick,Electronics related parts,3877000.0,9002000.0,-5125000.0
United States,2015-10-01,2015,New Brunswick,Energy products,186456000.0,191939000.0,-5483000.0
United States,2015-10-01,2015,New Brunswick,Farm and fishing products,77522000.0,103071000.0,-25549000.0
United States,2015-10-01,2015,New Brunswick,Forestry products,118657000.0,32159000.0,86498000.0
United States,2015-10-01,2015,New Brunswick,Industrial machinery parts,11104000.0,40664000.0,-29560000.0
United States,2015-10-01,2015,New Brunswick,Metal products,17728000.0,15704000.0,2024000.0
United States,2015-10-01,2015,New Brunswick,Metal ores,6111000.0,596000.0,5515000.0
